code,city,country,lat,lon
MIB,MINOT,USA,48.416,-101.357
MIV,MILLVILLE,USA,39.368,-75.072
MKE,MILWAUKEE,USA,42.947,-87.896
MKL,JACKSON,USA,35.600,-88.916
MKO,MUSKOGEE,USA,35.657,-95.361
MLB,MELBOURNE,USA,28.103,-80.645
MLC,MCALESTER,USA,34.882,-95.783
MLT,MILLINOCKET,USA,45.648,-68.686
MLU,MONROE,USA,32.511,-92.037
MMV,MACKMINNVILLE,USA,45.194,-123.136
MNM,MACON,USA,45.126,-87.638
MOB,MOBILE,USA,30.691,-88.243
MOD,MODESTO,USA,37.626,-120.954
MOT,MINOT,USA,48.259,-101.280
MPV,MONTPELIER,USA,44.203,-72.562
MQT,MARQUETTE,USA,46.534,-87.562
MSN,MADISON,USA,43.140,-89.337
MSP,MINNEAPOLIS,USA,44.880,-93.217
MSS,MASSENA,USA,44.936,-74.845
MSY,NEW ORLEANS,USA,29.993,-90.258
MTC,MOUNT CLEMENS,USA,42.613,-82.832
MUI,MUIR,USA,40.435,-76.569
MUO,MOUNTAIN HOME,USA,43.043,-115.872
MWH,GRANT COUNTY AIRPORT,USA,47.208,-119.320
MWL,MINERAL WELLS,USA,32.781,-98.060
MXF,MONTGOMERY,USA,32.379,-86.362
MYR,MYRTLE BEACH,USA,33.680,-78.928
NBC,BEAUFORT,USA,32.477,-80.723
NBG,NEW ORLEANS,USA,29.825,-90.035
NCA,JACKSONVILLE,USA,34.708,-77.439
NEL,LAKEHURST,USA,40.033,-74.353
NFL,FALLON,USA,39.416,-118.701
NGU,NORFOLK,USA,36.938,-76.289
NHK,PATUXENT RIVER,USA,38.286,-76.412
NID,CHINA,USA,35.688,-117.691
NIP,JACKSONVILLE,USA,30.236,-81.681
NJK,EL CENTRO,USA,32.829,-115.672
NKT,CHERRY POINT,USA,34.902,-76.881
NKX,MIRAMAR,USA,32.868,-117.143
NLC,LEMOORE,USA,36.333,-119.952
NMM,MERIDIAN,USA,32.552,-88.556
NOW,PORT ANGELES,USA,48.141,-123.414
NPA,PENSACOLA,USA,30.353,-87.319
NQA,MILLINGTON,USA,35.357,-89.870
NQI,KINGSVILLE,USA,27.507,-97.810
NQX,KEY WEST,USA,24.576,-81.689
NSE,MILTON,USA,30.724,-87.022
NTD,POINT MUGU,USA,34.120,-119.121
NTK,TUSTIN,USA,33.706,-117.827
NTU,OCEANA,USA,36.821,-76.033
NUQ,MOUNTAIN VIEW,USA,37.415,-122.048
NUW,WHIDBEY ISLAND,USA,48.352,-122.656
NXP,TWENTY NINE PALMS,USA,34.296,-116.162
NXX,WILLOW GROVE,USA,40.200,-75.148
NYG,QUANTICO,USA,38.502,-77.305
NZC,JACKSONVILLE,USA,30.219,-81.876
NZY,SAN DIEGO,USA,32.699,-117.215
OAK,OAKLAND,USA,37.721,-122.221
OFF,OMAHA,USA,41.118,-95.913
OGS,OGDENSBURG,USA,44.682,-75.466
OKC,OKLAHOMA CITY,USA,35.393,-97.601
OLS,NOGALES,USA,31.418,-110.848
OMA,OMAHA,USA,41.302,-95.894
ONT,ONTARIO,USA,34.056,-117.601
OPF,MIAMI,USA,25.907,-80.278
ORD,CHICAGO,USA,41.979,-87.904
ORF,NORFOLK,USA,36.894,-76.201
ORL,ORLANDO,USA,28.545,-81.333
N/A,OSCODA,USA,44.451,-83.394
PAE,EVERETT,USA,47.906,-122.281
PAM,PANAMA CITY,USA,30.070,-85.576
PBF,PINE BLUFF,USA,34.175,-91.934
PBG,PLATTSBURGH,USA,44.651,-73.468
PBI,WEST PALM BEACH,USA,26.683,-80.096
PDX,PORTLAND,USA,45.589,-122.597
PHF,NEWPORT NEWS,USA,37.132,-76.493
PHL,PHILADELPHIA,USA,39.872,-75.241
PHN,PORT HURON,USA,42.911,-82.529
PHX,PHOENIX,USA,33.434,-112.008
PIE,ST. PETERSBURG,USA,27.911,-82.687
PIT,PITTSBURGH (PENNSYLVA),USA,40.491,-80.233
N/A,PEMBINA,USA,48.942,-97.241
PMD,PALMDALE,USA,34.629,-118.084
PNC,PONCA CITY,USA,36.731,-97.100
PNE,PHILADELPHIA,USA,40.082,-75.011
PNM,PRINCETON,USA,45.560,-93.608
PNS,PENSACOLA,USA,30.473,-87.187
POB,FAYETTEVILLE,USA,35.171,-79.014
POE,FORT POLK,USA,31.045,-93.191
PQI,PRESQUE ISLE,USA,46.689,-68.045
PRC,PRESCOTT,USA,34.654,-112.419
PSP,PALM SPRINGS,USA,33.829,-116.507
PSX,PALACIOS,USA,28.727,-96.251
PUB,PUEBLO MEMORIAL,USA,38.289,-104.496
PVD,PROVIDENCE,USA,41.724,-71.428
PWM,PORTLAND,USA,43.646,-70.309
RAL,RIVERSIDE,USA,33.952,-117.445
RBM,ROBINSON,USA,34.850,-92.300
RCA,RAPID CITY,USA,44.145,-103.103
RDR,RED RIVER,USA,47.961,-97.401
RDU,RALEIGH-DURHAM,USA,35.877,-78.787
RIC,RICHMOND,USA,37.505,-77.319
RIU,RANCHO MURIETA,USA,38.489,-121.102
RIV,RIVERSIDE,USA,33.881,-117.259
RME,ROME,USA,43.234,-75.407
RND,SAN ANTONIO,USA,29.529,-98.279
RNO,RENO,USA,39.498,-119.768
ROC,ROCHESTER,USA,43.119,-77.672
ROW,ROSWELL,USA,33.301,-104.531
RSW,FORT MYERS,USA,26.536,-81.755
SAC,SACRAMENTO,USA,38.513,-121.493
SAF,SANTA FE,USA,35.617,-106.088
SAN,SAN DIEGO,USA,32.733,-117.189
SAT,SAN ANTONIO,USA,29.534,-98.470
SAV,SAVANNAH,USA,32.127,-81.202
N/A,GWINN,USA,46.354,-87.396
SBO,SANTA BARBARA,USA,32.608,-82.369
SBY,SALISBURY,USA,38.340,-75.510
SCK,STOCKTON,USA,37.894,-121.239
SEA,SEATTLE,USA,47.449,-122.309
SEM,SELMA,USA,32.344,-86.988
SFF,SPOKANE,USA,47.683,-117.322
SFO,SAN FRANCISCO,USA,37.619,-122.375
SFZ,SMITHFIELD,USA,41.921,-71.491
SHV,SHREVEPORT,USA,32.446,-93.826
SJC,SAN JOSE,USA,37.362,-121.929
SJT,SAN ANGELO,USA,31.358,-100.496
SKA,SPOKANE,USA,47.615,-117.656
SKF,SAN ANTONIO,USA,29.384,-98.581
SKY,SANDUSKY,USA,41.433,-82.652
SLC,SALT LAKE CITY,USA,40.788,-111.978
SMF,SACRAMENTO,USA,38.695,-121.591
SNA,SANTA ANA,USA,33.676,-117.868
SPB,SAN LUIS,USA,45.773,-122.862
SPG,ST. PETERSBURG,USA,27.765,-82.627
SPS,WICHITA FALLS,USA,33.989,-98.492
SSC,SUMTER,USA,33.973,-80.473
STL,ST. LOUIS,USA,38.748,-90.360
SUU,FAIRFIELD,USA,38.263,-121.927
SUX,SIOUX CITY,USA,42.402,-96.384
SVN,HUNTER AAF,USA,32.010,-81.146
SWF,NEWBURGH,USA,41.504,-74.105
SYR,SYRACUSE,USA,43.111,-76.106
SZL,KNOBNOSTER,USA,38.730,-93.548
TBN,FORT LEONARDWOOD,USA,37.741,-92.141
TCC,TUCUMCARI,USA,35.183,-103.603
TCM,TACOMA,USA,47.138,-122.476
TCS,TRUTH OR CONSEQUENCES,USA,33.237,-107.272
TEB,TETERBORO,USA,40.850,-74.061
TIK,OKLAHOMA CITY,USA,35.415,-97.386
TLH,TALLAHASSEE,USA,30.396,-84.350
TMB,KENDALL-TAMIAMI,USA,25.648,-80.433
TNT,MIAMI,USA,25.862,-80.897
N/A,TONOPAH,USA,37.794,-116.779
TPA,TAMPA,USA,27.975,-82.533
TTN,TRENTON,USA,40.277,-74.813
TUL,TULSA,USA,36.198,-95.888
TUS,TUCSON,USA,32.116,-110.941
TXK,TEXARKANA,USA,33.454,-93.991
TYR,TYLER,USA,32.354,-95.402
TYS,KNOXVILLE,USA,35.812,-83.993
UGN,CHICAGO,USA,42.422,-87.868
VAD,VALDOSTA,USA,30.968,-83.193
VBG,LOMPOC,USA,34.729,-120.577
VCV,VICTORVILLE,USA,34.593,-117.379
VPS,VALPARAISO,USA,30.483,-86.525
VRB,VERO BEACH,USA,27.656,-80.418
WAL,WALLOPS ISLAND,USA,37.940,-75.466
WRB,MACON,USA,32.640,-83.592
WRI,WRIGHTSTOWN,USA,40.016,-74.594
WSD,WHITE SANDS,USA,32.341,-106.403
WWD,WILDWOOD,USA,39.008,-74.908
YIP,DETROIT,USA,42.238,-83.530
YNG,YOUNGSTOWN,USA,41.261,-80.679
YUM,YUMA,USA,32.656,-114.606
ZUN,ZUNI PUEBLO,USA,35.083,-108.792
TIA,TIRANA,ALBANIA,41.415,19.721
BOJ,BOURGAS,BULGARIA,42.569,27.514
GOZ,GORNA ORECHOVICA,BULGARIA,43.151,25.713
PDV,PLOVDIV,BULGARIA,42.068,24.851
SOF,SOFIA,BULGARIA,42.695,23.406
N/A,STARA ZAGORA,BULGARIA,42.377,25.655
VAR,VARNA,BULGARIA,43.232,27.825
LCA,LARNACA,CYPRUS,34.875,33.625
PFO,PAPHOS,CYPRUS,34.718,32.486
AKT,AKROTIRI,CYPRUS,34.590,32.988
DBV,DUBROVNIK,CROATIA,42.561,18.268
N/A,CEPIN,CROATIA,45.542,18.636
OSI,OSIJEK,CROATIA,45.463,18.811
PUY,PULA,CROATIA,44.893,13.922
N/A,GROBNIK,CROATIA,45.379,14.504
RJK,RIJEKA,CROATIA,45.217,14.570
SPU,SPLIT,CROATIA,43.539,16.298
N/A,VARAZDIN,CROATIA,46.295,16.381
ZAG,ZAGREB,CROATIA,45.743,16.069
ZAD,ZADAR,CROATIA,44.108,15.347
N/A,UDBINA,CROATIA,44.557,15.774
N/A,ALBACETE,SPAIN,38.948,-1.863
ALC,ALICANTE,SPAIN,38.282,-0.558
LEI,ALMERIA,SPAIN,36.844,-2.370
OVD,AVILES,SPAIN,43.563,-6.034
ODB,CORDOBA,SPAIN,37.842,-4.849
BIO,BILBAO,SPAIN,43.301,-2.911
N/A,BURGOS,SPAIN,42.358,-3.621
BCN,BARCELONA,SPAIN,41.297,2.078
BJZ,BADAJOZ,SPAIN,38.891,-6.821
LCG,LA CORUNA,SPAIN,43.302,-8.377
GRX,GRANADA,SPAIN,37.133,-3.636
GRO,GERONA,SPAIN,41.901,2.760
GRX,GRANADA,SPAIN,37.189,-3.777
N/A,MADRID,SPAIN,40.294,-3.724
IBZ,IBIZA,SPAIN,38.873,1.373
XRY,JEREZ,SPAIN,36.744,-6.060
MJV,MURCIA,SPAIN,37.775,-0.812
N/A,LEON,SPAIN,42.589,-5.656
MAD,MADRID,SPAIN,40.472,-3.561
AGP,MALAGA,SPAIN,36.674,-4.499
MAH,MENORCA,SPAIN,39.863,4.219
N/A,MADRID,SPAIN,40.417,-3.500
OZP,SEVILLA,SPAIN,37.175,-5.616
N/A,OCANA,SPAIN,39.938,-3.503
PMI,PALMA DE MALLORCA,SPAIN,39.550,2.733
PNA,PAMPLONA,SPAIN,42.770,-1.646
N/A,MURCIA,SPAIN,37.951,-1.230
REU,REUS,SPAIN,41.147,1.167
N/A,ROTA,SPAIN,36.645,-6.349
SLM,SALAMANCA,SPAIN,40.952,-5.502
N/A,SON BONET,SPAIN,39.599,2.703
N/A,PALMA DE MALLORCA,SPAIN,39.552,2.739
N/A,SAN LUIS,SPAIN,39.862,4.258
EAS,SAN SEBASTIAN,SPAIN,43.356,-1.791
SCQ,SANTIAGO,SPAIN,42.896,-8.415
LEU,SEO DE URGEL,SPAIN,42.339,1.409
TOJ,MADRID,SPAIN,40.487,-3.458
VLC,VALENCIA,SPAIN,39.489,-0.481
VLL,VALLADOLID,SPAIN,41.706,-4.852
N/A,MADRID,SPAIN,40.371,-3.785
VIT,VITORIA,SPAIN,42.883,-2.724
VGO,VIGO,SPAIN,42.232,-8.627
SDR,SANTANDER,SPAIN,43.427,-3.820
ZAZ,ZARAGOZA,SPAIN,41.666,-1.041
SVQ,SEVILLA,SPAIN,37.418,-5.893
CQF,CALAIS,FRANCE,50.962,1.955
N/A,PERONNE,FRANCE,49.869,3.028
N/A,NANGIS,FRANCE,48.594,3.005
N/A,BAGNOLE-DE-L'ORNE,FRANCE,48.546,-0.387
N/A,ALBERT,FRANCE,49.971,2.700
LTQ,LE TOURQUET,FRANCE,50.515,1.627
N/A,VALENCIENNES,FRANCE,50.326,3.461
N/A,AMIENS,FRANCE,49.871,2.386
AGF,AGEN,FRANCE,44.175,0.591
N/A,CAZAUX,FRANCE,44.533,-1.125
BOD,BORDEAUX,FRANCE,44.828,-0.716
EGC,BERGERAC,FRANCE,44.825,0.519
N/A,TOULOUSE,FRANCE,43.546,1.367
CNG,COGNAC,FRANCE,45.658,-0.318
PIS,POITIERS,FRANCE,46.588,0.307
MCU,MONTLUCON-GUERET,FRANCE,46.224,2.363
LIG,LIMOGES,FRANCE,45.863,1.179
N/A,MONT-DE-MARSAN,FRANCE,43.912,-0.507
NIT,NIORT,FRANCE,46.311,-0.401
TLS,TOULOUSE,FRANCE,43.629,1.364
PUF,PAU,FRANCE,43.380,-0.419
LRH,LA ROCHELLE,FRANCE,43.449,1.263
LDE,TARBES,FRANCE,43.179,-0.006
ANG,ANGOULEME,FRANCE,45.729,0.221
BVE,BRIVE,FRANCE,45.151,1.469
PGX,PERIGUEUX,FRANCE,45.198,0.816
BIQ,BIARRITZ-BAYONNE,FRANCE,43.468,-1.523
N/A,CAHORS,FRANCE,44.351,1.475
N/A,ST.-GIRONS,FRANCE,43.008,1.103
XAC,ARCACHON,FRANCE,44.596,-1.111
LBI,ALBI,FRANCE,43.914,2.113
DCM,CASTRES,FRANCE,43.556,2.289
N/A,TOULOUSE,FRANCE,43.586,1.499
N/A,MILLAU,FRANCE,43.990,3.183
RDZ,RODEZ,FRANCE,44.408,2.482
N/A,USSEL,FRANCE,45.535,2.424
N/A,VILLENEUVE-SUR-LOT,FRANCE,44.397,0.759
RYN,ROYAN,FRANCE,45.628,-0.973
N/A,MIMIZAN,FRANCE,44.146,-1.174
N/A,AIRE-SUR-L'ADOUR,FRANCE,43.709,-0.245
N/A,MONTAUBAN,FRANCE,44.026,1.378
N/A,AUCH,FRANCE,43.688,0.602
N/A,LIBOURNE,FRANCE,44.982,-0.135
N/A,PAMIERS,FRANCE,43.091,1.696
N/A,MARMANDE,FRANCE,44.499,0.200
RCO,ROCHEFORT,FRANCE,45.888,-0.983
N/A,OUESSANT,FRANCE,48.463,-5.064
N/A,PONTIVY,FRANCE,48.058,-2.922
N/A,GUISCRIFF-SCAER,FRANCE,48.052,-3.664
N/A,ILE D'YEU,FRANCE,46.719,-2.391
N/A,ANCENIS,FRANCE,47.408,-1.177
N/A,BRIENNE-LE CHATEAU,FRANCE,48.430,4.481
CMR,COLMAR,FRANCE,48.110,7.359
N/A,BEAUNE,FRANCE,47.006,4.893
DLE,DOLE,FRANCE,47.039,5.427
N/A,JOIGNY,FRANCE,47.992,3.392
N/A,VERDUN,FRANCE,49.122,5.469
OBS,AUBENAS-VALS-LANAS,FRANCE,44.544,4.372
LPY,LE PUY,FRANCE,45.079,3.765
N/A,ST.-FLOUR,FRANCE,45.076,2.994
XBK,BOURG,FRANCE,46.201,5.292
XVF,VILEFRANCE,FRANCE,45.916,4.641
XMU,MOULINS,FRANCE,46.534,3.424
N/A,CASSAGNES-BEGHONES,FRANCE,44.177,2.515
N/A,TOULOUSE,FRANCE,43.569,1.481
ETZ,METZ,FRANCE,48.982,6.254
BIA,BASTIA,CORSE ISL.,42.554,9.483
CLY,CALVI,CORSE ISL.,42.531,8.793
FSC,FIGARI,CORSE ISL.,41.501,9.098
AJA,AJACCIO,CORSE ISL.,41.924,8.803
N/A,PROPRIANO,FRANCE,41.663,8.890
SOZ,SOLENZARA,CORSE ISL.,41.924,9.406
N/A,CORTE,FRANCE,42.294,9.193
AUF,AUXERRE,FRANCE,47.850,3.497
CMF,CHAMBERY,FRANCE,45.638,5.880
CFE,CLERMONT FERRAND,FRANCE,45.786,3.169
BOU,BOURGES,FRANCE,47.058,2.370
N/A,CHAMBERY,FRANCE,45.561,5.976
XCD,CHALON,FRANCE,46.826,4.817
QNJ,ANNEMASSE,FRANCE,46.192,6.268
LYS,LYON,FRANCE,45.726,5.091
QNX,MACON,FRANCE,46.295,4.796
N/A,ST.-YAN,FRANCE,46.413,4.013
RNE,ROANNE,FRANCE,46.058,4.001
NCY,ANNECY,FRANCE,45.929,6.099
GNB,GRENOBLE,FRANCE,45.363,5.329
MCU,MONTLUCON,FRANCE,46.352,2.570
VAF,VALENCE,FRANCE,44.921,4.970
VHY,VICHY,FRANCE,46.169,3.404
AUR,AURILLAC,FRANCE,44.891,2.422
CHR,CHATEAUROUX,FRANCE,46.862,1.731
LYN,LYON,FRANCE,45.728,4.945
QXB,AIX-LES-MILLES,FRANCE,43.505,5.368
N/A,LE LUC,FRANCE,43.384,6.387
CEQ,CANNES,FRANCE,43.542,6.953
EBU,ST.-ETIENNE,FRANCE,45.540,4.296
N/A,ISTRES,FRANCE,43.523,4.924
CCF,CARCASSONNE,FRANCE,43.216,2.306
MRS,MARSEILLE,FRANCE,43.436,5.214
NCE,NICE,FRANCE,43.661,7.218
N/A,ORANGE,FRANCE,44.140,4.867
PGF,PERPIGNAN,FRANCE,42.740,2.871
CTT,LE CASTELLET,FRANCE,43.252,5.785
N/A,ALES,FRANCE,44.069,4.142
MPL,MONTPELLIER,FRANCE,43.576,3.963
BZR,BEZIERS,FRANCE,43.324,3.356
AVN,AVIGNON,FRANCE,43.907,4.902
N/A,SALON,FRANCE,43.606,5.109
N/A,LEZIGNAN-CORBIERES,FRANCE,43.176,2.734
MEN,MENDE,FRANCE,44.502,3.533
N/A,CARPENTRAS,FRANCE,44.030,5.078
N/A,AVORD,FRANCE,47.053,2.632
BVA,BEAUVAIS,FRANCE,49.454,2.113
N/A,CHATEAUDUN,FRANCE,48.058,1.376
N/A,SAUMUR,FRANCE,47.257,-0.115
N/A,EVREUX,FRANCE,49.029,1.220
LEH,LE HAVRE,FRANCE,49.534,0.088
N/A,ABBEVILLE,FRANCE,50.143,1.832
ORE,ORLEANS,FRANCE,47.988,1.761
N/A,CHALONS,FRANCE,48.776,4.184
URO,ROUEN,FRANCE,49.384,1.175
TUF,TOURS,FRANCE,47.432,0.728
CET,CHOLET,FRANCE,47.082,-0.877
LVA,LAVAL,FRANCE,48.031,-0.743
N/A,ORLEANS,FRANCE,47.897,2.163
LBG,PARIS,FRANCE,48.969,2.441
CSF,CREIL,FRANCE,49.253,2.519
CDG,PARIS,FRANCE,49.013,2.550
N/A,COULOMMIERS,FRANCE,48.838,3.016
N/A,MELUN,FRANCE,48.605,2.671
TNF,TOUSSOUS-LE-NOBLE,FRANCE,48.752,2.106
ORY,PARIS,FRANCE,48.725,2.359
POX,PONTOISE,FRANCE,49.096,2.041
N/A,VILLACOUBLAY,FRANCE,48.774,2.201
N/A,BRETIGNY-SUR-ORGE,FRANCE,48.597,2.331
N/A,REIMS,FRANCE,49.208,4.157
QYR,TROYES,FRANCE,48.323,4.018
N/A,LUNEVILLE,FRANCE,48.597,6.545
N/A,ETAIN,FRANCE,49.227,5.672
N/A,AUTUN,FRANCE,46.966,4.260
NVS,NEVERS,FRANCE,47.001,3.114
N/A,CAMBRAI,FRANCE,50.222,3.154
N/A,MAUBEUGE,FRANCE,50.310,4.033
N/A,BESANCON-LA-VEZE,FRANCE,47.208,6.083
N/A,PHALSBOURG,FRANCE,48.766,7.200
LIL,LILLE,FRANCE,50.562,3.089
N/A,MERVILLE,FRANCE,50.618,2.642
N/A,CHARLEVILLE,FRANCE,49.784,4.647
N/A,VESOUL-FROTEY,FRANCE,47.638,6.204
N/A,ANGERS,FRANCE,47.497,-0.573
BES,BREST,FRANCE,48.448,-4.418
CER,CHERBOURG,FRANCE,49.650,-1.470
DNR,DINARD,FRANCE,48.588,-2.080
N/A,LA BAULE,FRANCE,47.289,-2.346
N/A,GRANVILLE,FRANCE,48.883,-1.564
DOL,DEAUVILLE,FRANCE,49.365,0.154
LRT,LORIENT,FRANCE,47.761,-3.440
EDM,LA ROCHE-SUR-YON,FRANCE,46.702,-1.379
N/A,LANDIVISIAU,FRANCE,48.530,-4.151
CFR,CAEN,FRANCE,49.173,-0.450
N/A,LANVEDOC,FRANCE,48.282,-4.445
LME,LE MANS,FRANCE,47.949,0.202
RNS,RENNES,FRANCE,48.069,-1.735
LAI,LANNION,FRANCE,48.754,-3.471
UIP,QUIMPER,FRANCE,47.975,-4.168
NTE,NANTES,FRANCE,47.153,-1.611
SBK,ST.-BRIEUC ARMOR,FRANCE,48.538,-2.854
MXN,MORLAIX,FRANCE,48.603,-3.816
VNE,VANNES,FRANCE,47.723,-2.718
SNR,ST.-NAZAIRE,FRANCE,47.312,-2.149
MLH,MULHOUSE,FRANCE,47.589,7.530
N/A,COLMAR,FRANCE,47.922,7.399
DIJ,DIJON,FRANCE,47.269,5.090
MZM,METZ,FRANCE,49.072,6.132
EPL,EPINAL,FRANCE,48.325,6.070
N/A,HAGUENAU,FRANCE,48.793,7.816
N/A,ST.-DIZIER,FRANCE,48.636,4.899
N/A,TOUL,FRANCE,48.780,5.980
N/A,MONTBELIARD,FRANCE,47.487,6.792
ENC,NANCY,FRANCE,48.692,6.230
N/A,NANCY,FRANCE,48.583,5.955
N/A,PONTARLIER,FRANCE,46.904,6.327
RHE,REIMS,FRANCE,49.310,4.050
SXB,STRASSBOURG,FRANCE,48.538,7.628
N/A,LUXEUIL,FRANCE,47.783,6.364
N/A,CUERS,FRANCE,43.248,6.127
TLN,HYERES,FRANCE,43.097,6.146
FNI,NIMES,FRANCE,43.757,4.416
N/A,MIQUELON,FRANCE,47.095,-56.380
FSP,ST.-PIERRE,ST. PIERRE & MIQUELON,46.763,-56.175
N/A,AMBERIEU,FRANCE,45.987,5.328
N/A,APT,FRANCE,44.057,5.495
N/A,DAMBLAIN,FRANCE,48.085,5.665
N/A,CAMBRAI,FRANCE,50.141,3.263
N/A,BROYE-LES-PESMES,FRANCE,47.335,5.514
N/A,LURE,FRANCE,47.704,6.546
N/A,ST.-SIMON,FRANCE,49.758,3.212
PYR,ANDRAVIDA,GREECE,37.921,21.293
AGQ,AGRINION,GREECE,38.602,21.351
AXD,ALEXANDROUPOLIS,GREECE,40.856,25.956
HEW,ATHENS,GREECE,37.888,23.732
N/A,ALEXANDRIA,GREECE,40.651,22.489
VOL,NEA ANGHIALOS,GREECE,39.219,22.794
N/A,ELEFSIS,GREECE,38.064,23.556
JKH,CHIOS,GREECE,38.343,26.141
IOA,IOANNINA,GREECE,39.696,20.822
HER,HERAKLION,GREECE,35.339,25.180
KSO,KASTORIA,GREECE,40.449,21.276
KIT,KITHIRA,GREECE,36.274,23.017
EFL,KEFFALLINIA,GREECE,38.120,20.501
KLX,KALAMATA,GREECE,37.068,22.026
N/A,KAVALA,GREECE,40.972,24.342
KGS,KOS,GREECE,36.793,27.092
AOK,KARPATHOS,GREECE,35.421,27.146
CFU,KERKYRA/CORFU,GREECE,39.602,19.912
KSJ,KASOS,GREECE,35.421,26.910
KVA,KAVALA,GREECE,40.913,24.619
KZI,KOZANI,GREECE,40.286,21.841
LRS,LEROS,GREECE,37.185,26.800
LXS,LIMNOS,GREECE,39.917,25.236
LRA,LARISSA,GREECE,39.650,22.465
N/A,MEGARA,GREECE,37.981,23.365
JMK,MYKONOS,GREECE,37.435,25.348
N/A,MARATHON,GREECE,38.145,24.014
MJT,MYTILINI,GREECE,39.057,26.598
PVK,PREVEZA,GREECE,38.925,20.765
N/A,RHODOS,GREECE,36.383,28.109
RHO,RHODOS,GREECE,36.405,28.086
GPA,PATRAS,GREECE,38.151,21.426
CHQ,CHANIA,GREECE,35.532,24.149
JSI,SKIATHOS,GREECE,39.177,23.504
SMI,SAMOS,GREECE,37.690,26.912
N/A,SYROS,GREECE,37.423,24.951
N/A,SPARTI,GREECE,36.973,22.526
JTR,SANTORINI,GREECE,36.400,25.479
JSH,SITIA,GREECE,35.214,26.098
N/A,STEFANOVIKION,GREECE,39.480,22.767
SKU,SKIROS,GREECE,38.968,24.487
N/A,TANAGRA,GREECE,38.340,23.565
N/A,KASTELI,GREECE,35.187,25.327
N/A,TRIPOLIS,GREECE,37.531,22.405
SKG,THESSALONIKI,GREECE,40.520,22.971
N/A,DEKELIA,GREECE,38.109,23.784
ZTH,ZAKYNTHOS,GREECE,37.750,20.882
BUD,BUDAPEST,HUNGARY,47.437,19.256
DEB,DEBRECEN,HUNGARY,47.489,21.615
N/A,GODOLLO,HUNGARY,47.571,19.339
N/A,KECSKEMET,HUNGARY,46.917,19.749
N/A,KAPOSVAR,HUNGARY,46.389,17.731
N/A,NYIRREGYHAZA,HUNGARY,47.984,21.692
N/A,OCSENY,HUNGARY,46.304,18.769
N/A,PAPA,HUNGARY,47.364,17.501
N/A,AZENTKILYSZABADJA,HUNGARY,47.078,17.968
N/A,SIOFOK,HUNGARY,46.858,18.096
N/A,SARMELLEK,HUNGARY,46.686,17.159
N/A,SZOLNOK,HUNGARY,47.123,20.235
N/A,TASZAR,HUNGARY,46.393,17.917
N/A,TOKOL,HUNGARY,47.345,18.981
N/A,AMENDOLA,ITALY,41.539,15.713
CRV,CROTONE,ITALY,38.997,17.080
BRI,BARI,ITALY,41.138,16.761
FOG,FOGGIA,ITALY,41.433,15.535
TAR,GROTTAGLIE,ITALY,40.516,17.402
LCC,LECCE,ITALY,40.239,18.133
PSR,PESCARA,ITALY,42.431,14.181
BDS,BRINDISI,ITALY,40.657,17.947
N/A,GIOIA DEL COLLE,ITALY,40.768,16.933
SUF,LAMEZIA,ITALY,38.906,16.242
CTA,CATANIA,ITALY,37.467,15.066
LMP,LAMPEDUSA,ITALY,35.498,12.618
PNL,PANTELLERIA,ITALY,36.816,11.969
PMO,PALERMO,ITALY,38.176,13.091
PMO,PALERMO,ITALY,38.111,13.313
REG,REGGIO CALABRIA,ITALY,38.071,15.651
TPS,TRAPANI,ITALY,37.913,12.488
NSY,SIGONELLA,ITALY,37.401,14.922
AHO,ALGHERO,ITALY,40.632,8.291
DCI,DECIMOMANNU,ITALY,39.354,8.972
CAG,CAGLIARI,ITALY,39.251,9.054
OLB,OLBIA,ITALY,40.899,9.518
TTB,TORTOLI,ITALY,39.919,9.683
N/A,ROME,ITALY,40.417,12.333
N/A,TURIN,ITALY,45.086,7.603
N/A,MILANO,ITALY,45.540,9.202
MXP,MILANO,ITALY,45.631,8.728
BGY,BERGAMO,ITALY,45.674,9.704
TRN,TORINO,ITALY,45.201,7.649
ALL,ALBENGA,ITALY,44.051,8.127
GOA,GENOA,ITALY,44.412,8.842
LIN,MILAN,ITALY,45.445,9.277
N/A,CAMERI,ITALY,45.529,8.669
PMF,PARMA,ITALY,44.824,10.296
QPZ,PIACENZA,ITALY,44.913,9.723
N/A,AOSTA,ITALY,45.738,7.368
CUF,LEVALDIGI,ITALY,44.546,7.622
AVB,AVIANO,ITALY,46.032,12.596
BZO,BOLZANO,ITALY,46.461,11.326
N/A,CERVIA,ITALY,44.224,12.306
BLQ,BOLOGNA,ITALY,44.534,11.290
TSF,TREVISO,ITALY,45.649,12.195
N/A,RIVOLTO,ITALY,45.981,13.054
FRL,FORLI,ITALY,44.195,12.070
N/A,GHEDI,ITALY,45.432,10.268
N/A,VERONA,ITALY,45.472,10.928
VBS,MONTICHIARI,ITALY,45.429,10.331
TRS,RONCHI DE LEGIONARI,ITALY,45.828,13.466
RMI,RIMINI,ITALY,44.020,12.612
N/A,TREVISO,ITALY,45.684,12.086
VIC,VICENZA,ITALY,45.574,11.531
QPA,PADOVA,ITALY,45.396,11.848
VRN,VILLAFRANCA,ITALY,45.396,10.888
VCE,VENICE,ITALY,45.505,12.352
SAY,SIENA,ITALY,43.257,11.254
CIA,ROME,ITALY,41.799,12.595
